elapsed_s,total_sent_bytes,total_recv_bytes,delta_sent_bps,delta_recv_bps,delta_total_bps,delta_sent_gbps,delta_recv_gbps,delta_total_gbps,uploaded_bytes,uploaded_gbps_from_callback
54.576610,113943733270,1452850824752,4318421.509,98426774.561,102745196.070,0.004318422,0.098426775,0.102745196,199986932,0.000000000
54.826953,113944304644,1452853900315,18258935.585,98283272.783,116542208.368,0.018258936,0.098283273,0.116542208,199986932,0.000000000
55.077317,113945888624,1452856965615,50613646.084,97946949.672,148560595.756,0.050613646,0.097946950,0.148560596,199986932,0.000000000
55.327643,113946056402,1452860045965,5361888.976,98442553.295,103804442.271,0.005361889,0.098442553,0.103804442,199986932,0.000000000
55.577987,113946200727,1452863126198,4612061.460,98432176.730,103044238.190,0.004612061,0.098432177,0.103044238,199986932,0.000000000
55.828308,113946274543,1452866203415,2359078.517,98344485.184,100703563.701,0.002359079,0.098344485,0.100703564,199986932,0.000000000
56.078660,113946345185,1452869280955,2257371.301,98343060.398,100600431.699,0.002257371,0.098343060,0.100600432,199986932,0.000000000
56.328974,113946416282,1452872360576,2272244.698,98424019.152,100696263.851,0.002272245,0.098424019,0.100696264,199986932,0.000000000
56.579313,113946575702,1452875441987,5094540.729,98471796.775,103566337.504,0.005094541,0.098471797,0.103566338,201035508,0.033509052
56.829669,113946743078,1452878520235,5348415.770,98363864.275,103712280.045,0.005348416,0.098363864,0.103712280,201035508,0.000000000
57.079998,113947023674,1452881599224,8967285.006,98398308.933,107365593.939,0.008967285,0.098398309,0.107365594,201035508,0.000000000
57.330356,113947224778,1452884679234,6426107.692,98419106.297,104845213.989,0.006426108,0.098419106,0.104845214,201035508,0.000000000
57.580682,113947431052,1452887757914,6592187.793,98389698.727,104981886.520,0.006592188,0.098389699,0.104981887,202084084,0.033510815
57.831017,113947652026,1452890836426,7061698.291,98380456.201,105442154.492,0.007061698,0.098380456,0.105442154,202084084,0.000000000
58.081377,113947885446,1452893915400,7458697.686,98385469.316,105844167.002,0.007458698,0.098385469,0.105844167,202084084,0.000000000
58.331698,113948130540,1452896996188,7832962.445,98458945.155,106291907.600,0.007832962,0.098458945,0.106291908,202084084,0.000000000
58.582023,113948398748,1452900073808,8571485.298,98355658.975,106927144.273,0.008571485,0.098355659,0.106927144,202084084,0.000000000
58.832355,113948680606,1452903149700,9007512.471,98298205.298,107305717.768,0.009007512,0.098298205,0.107305718,203132660,0.033509999
59.082709,113948984824,1452906229908,9721195.738,98427130.813,108148326.551,0.009721196,0.098427131,0.108148327,203132660,0.000000000
59.333043,113949303790,1452909309044,10193318.150,98401123.869,108594442.019,0.010193318,0.098401124,0.108594442,203132660,0.000000000
59.583373,113949650178,1452912385109,11069774.673,98304059.120,109373833.794,0.011069775,0.098304059,0.109373834,203132660,0.000000000
59.833711,113950011340,1452915465804,11541588.313,98449209.521,109990797.835,0.011541588,0.098449210,0.109990798,204181236,0.033509152
60.084042,113950551484,1452918541010,17261745.440,98276428.410,115538173.850,0.017261745,0.098276428,0.115538174,204181236,0.000000000
60.334388,113951156816,1452921617684,19343831.787,98317393.299,117661225.086,0.019343832,0.098317393,0.117661225,204803015,0.019869408
60.584725,113951621972,1452924695496,14864987.888,98357622.178,113222610.066,0.014864988,0.098357622,0.113222610,204803015,0.000000000
60.835084,113952129446,1452927774278,16215860.230,98379618.645,114595478.875,0.016215860,0.098379619,0.114595479,204803015,0.000000000
61.085435,113952675528,1452930847585,17450113.849,98207882.776,115657996.624,0.017450114,0.098207883,0.115657997,204803015,0.000000000
61.335755,113952913866,1452933925789,7617092.477,98376945.895,105994038.372,0.007617092,0.098376946,0.105994038,204803015,0.000000000
61.586079,113952987668,1452937007018,2358600.527,98471428.185,100830028.712,0.002358601,0.098471428,0.100830029,204803015,0.000000000
61.836428,113953564232,1452940084541,18424356.414,98343602.141,116767958.555,0.018424356,0.098343602,0.116767959,206900167,0.067015415
62.086751,113954172914,1452943161546,19452647.372,98336887.287,117789534.660,0.019452647,0.098336887,0.117789535,207948743,0.033511060
62.337109,113954814768,1452946237913,20509966.344,98303015.376,118812981.719,0.020509966,0.098303015,0.118812982,207948743,0.000000000
62.587441,113955493138,1452949311155,21679058.363,98213353.598,119892411.961,0.021679058,0.098213354,0.119892412,208997319,0.033509943
62.837769,113956212400,1452952390949,22986269.411,98424460.926,121410730.337,0.022986269,0.098424461,0.121410730,209600439,0.019274588
63.088109,113956969606,1452955465893,24197679.477,98264553.268,122462232.745,0.024197679,0.098264553,0.122462233,209600439,0.000000000
63.338462,113957799410,1452958539586,26516247.816,98219344.929,124735592.745,0.026516248,0.098219345,0.124735593,209600439,0.000000000
63.588825,113958584265,1452961612211,25078966.508,98181523.295,123260489.802,0.025078967,0.098181523,0.123260490,209600439,0.000000000
63.839170,113958657745,1452964689758,2348115.187,98345602.177,100693717.364,0.002348115,0.098345602,0.100693717,209600439,0.000000000
64.089504,113958851030,1452967770294,6176884.829,98445901.561,104622786.390,0.006176885,0.098445902,0.104622786,209600439,0.000000000
64.339823,113958924651,1452970845941,2352867.745,98295195.973,100648063.719,0.002352868,0.098295196,0.100648064,209717499,0.003741143
64.590149,113959118476,1452973929098,6194316.986,98532448.224,104726765.211,0.006194317,0.098532448,0.104726765,209717499,0.000000000
64.840479,113959187900,1452977007107,2218643.499,98366626.218,100585269.717,0.002218643,0.098366626,0.100585270,209834467,0.003738049
65.090824,113959258157,1452980086224,2245122.077,98395797.613,100640919.689,0.002245122,0.098395798,0.100640920,209834467,0.000000000
65.341165,113959330901,1452983166680,2324641.206,98440489.282,100765130.489,0.002324641,0.098440489,0.100765130,209836017,0.000049533
65.591542,113959541934,1452986248409,6742878.569,98466706.288,105209584.857,0.006742879,0.098466706,0.105209585,209836017,0.000000000
65.841893,113959613503,1452989327886,2286999.093,98405190.889,100692189.982,0.002286999,0.098405191,0.100692190,209967714,0.004208399
66.092221,113959724847,1452992406387,3558332.110,98382750.378,101941082.488,0.003558332,0.098382750,0.101941082,209967714,0.000000000
66.342562,113959795462,1452995486876,2256608.043,98441637.828,100698245.871,0.002256608,0.098441638,0.100698246,210005437,0.001205495
66.592903,113960693192,1452998567281,28688229.141,98438689.236,127126918.377,0.028688229,0.098438689,0.127126918,213151165,0.100526178
66.843224,113961634708,1453001640565,30089860.009,98218920.685,128308780.694,0.030089860,0.098218921,0.128308781,214199741,0.033511385
67.093566,113962804380,1453004712803,37378380.990,98177337.285,135555718.275,0.037378381,0.098177337,0.135555718,215248317,0.033508602
67.343888,113964079690,1453007779511,40757445.443,98008471.665,138765917.108,0.040757445,0.098008472,0.138765917,215938323,0.022051801
67.594218,113965402032,1453010849269,42259006.596,98102399.811,140361406.407,0.042259007,0.098102400,0.140361406,215938323,0.000000000
67.844551,113966436833,1453013918099,33069618.586,98072032.791,131141651.377,0.033069619,0.098072033,0.131141651,215938323,0.000000000
68.094892,113966509564,1453016991794,2324228.019,98224526.563,100548754.582,0.002324228,0.098224527,0.100548755,215938323,0.000000000
68.345281,113966619284,1453020069675,3505577.091,98338945.694,101844522.784,0.003505577,0.098338946,0.101844523,215938323,0.000000000
68.595611,113966692949,1453023147480,2354177.524,98360135.115,100714312.638,0.002354178,0.098360135,0.100714313,215976046,0.001205547
68.845944,113967171831,1453026225569,15303825.410,98367732.868,113671558.278,0.015303825,0.098367733,0.113671558,219121774,0.100529300
69.096267,113968637925,1453029302355,46854459.670,98330083.576,145184543.245,0.046854460,0.098330084,0.145184543,220170350,0.033511127
69.346595,113970167603,1453032372645,48885470.071,98120369.060,147005839.131,0.048885470,0.098120369,0.147005839,221218926,0.033510406
69.596924,113971754327,1453035440457,50708417.063,98040926.062,148749343.125,0.050708417,0.098040926,0.148749343,222267502,0.033510320
69.847291,113973410607,1453038509863,52923417.035,98077289.944,151000706.980,0.052923417,0.098077290,0.151000707,223953296,0.053866483
70.097615,113975079083,1453041579219,53322140.152,98092289.495,151414429.647,0.053322140,0.098092289,0.151414430,223953296,0.000000000
70.347977,113975543548,1453044647097,14841398.502,98030206.695,112871605.196,0.014841399,0.098030207,0.112871605,223953296,0.000000000
70.598309,113975613710,1453047724914,2242200.035,98359245.546,100601445.581,0.002242200,0.098359246,0.100601446,223953296,0.000000000
70.848681,113975722244,1453050805027,3467927.377,98417161.418,101885088.795,0.003467927,0.098417161,0.101885089,223953296,0.000000000
71.099027,113975794072,1453053885762,2295319.617,98447283.532,100742603.149,0.002295320,0.098447284,0.100742603,223991019,0.001205468
71.349386,113977454718,1453056964297,53064513.175,98371935.420,151436448.595,0.053064513,0.098371935,0.151436449,227136747,0.100519030
71.599716,113979213444,1453060030844,56205139.688,98000315.281,154205454.969,0.056205140,0.098000315,0.154205455,228185323,0.033510257
71.850048,113980944806,1453063102779,55330104.295,98171545.834,153501650.130,0.055330104,0.098171546,0.153501650,230282475,0.067019860
72.100371,113982969724,1453066167741,64713598.546,97951976.538,162665575.084,0.064713599,0.097951977,0.162665575,231301823,0.032576962
72.350696,113983815048,1453069234013,27015236.198,97993269.240,125008505.438,0.027015236,0.097993269,0.125008505,231301823,0.000000000
72.601019,113983888482,1453072308373,2346858.581,98252691.498,100599550.079,0.002346859,0.098252691,0.100599550,231301823,0.000000000
72.851340,113983961265,1453075390107,2326066.019,98488888.021,100814954.039,0.002326066,0.098488888,0.100814954,231301823,0.000000000
73.101696,113984030999,1453078468944,2228322.445,98383021.081,100611343.526,0.002228322,0.098383021,0.100611344,231303377,0.000049657
73.352038,113984257642,1453081550033,7242664.096,98460101.025,105702765.121,0.007242664,0.098460101,0.105702765,231303377,0.000000000
73.602373,113984327655,1453084627086,2237411.121,98333632.354,100571043.475,0.002237411,0.098333632,0.100571043,231450701,0.004708045
73.852723,113984400368,1453087707429,2323564.729,98433242.300,100756807.029,0.002323565,0.098433242,0.100756807,231450701,0.000000000
74.103060,113984472765,1453090788460,2313584.714,98460243.176,100773827.890,0.002313585,0.098460243,0.100773828,231454305,0.000115173
74.353394,113984582415,1453093869097,3504130.186,98449184.712,101953314.898,0.003504130,0.098449185,0.101953315,231454305,0.000000000
74.603745,113984655266,1453096944894,2327961.540,98287423.924,100615385.464,0.002327962,0.098287424,0.100615385,231492028,0.001205443
74.854106,113986703408,1453100024740,65446022.143,98412936.951,163858959.094,0.065446022,0.098412937,0.163858959,234637756,0.100518120
75.104444,113988848756,1453103093822,68558404.449,98077964.528,166636368.977,0.068558404,0.098077965,0.166636369,236734908,0.067018216
75.354796,113991117718,1453106157804,72504733.587,97909616.214,170414349.801,0.072504734,0.097909616,0.170414350,237500880,0.024476653
75.605150,113992123054,1453109214414,32125174.733,97672947.492,129798122.224,0.032125175,0.097672947,0.129798122,237500880,0.000000000
75.855496,113992556657,1453112290366,13856154.387,98294674.617,112150829.004,0.013856154,0.098294675,0.112150829,237500880,0.000000000
76.105846,113993317369,1453115365678,24308692.712,98272163.974,122580856.686,0.024308693,0.098272164,0.122580857,237500880,0.000000000
76.356175,113993538795,1453118441007,7076330.955,98281348.175,105357679.130,0.007076331,0.098281348,0.105357679,237538603,0.001205551
76.606541,113996497867,1453121518434,94551772.798,98333591.919,192885364.717,0.094551773,0.098333592,0.192885365,240684331,0.100516026
76.856950,113999548403,1453124572343,97457966.882,97565726.870,195023693.751,0.097457967,0.097565727,0.195023694,242781483,0.066999429
77.107363,114002582925,1453127631181,96944263.960,97721090.334,194665354.295,0.096944264,0.097721090,0.194665354,244611021,0.058448485
77.357713,114005653139,1453130687187,98109739.634,97655718.129,195765457.763,0.098109740,0.097655718,0.195765458,244611021,0.000000000
77.608049,114008494141,1453133741919,90789811.164,97619974.022,188409785.186,0.090789811,0.097619974,0.188409785,244611021,0.000000000
77.858414,114011544081,1453136796560,97455972.046,97606185.009,195062157.055,0.097455972,0.097606185,0.195062157,244611021,0.000000000
78.108767,114013196893,1453139862489,52815351.473,97971286.344,150786637.817,0.052815351,0.097971286,0.150786638,244611021,0.000000000
78.359109,114013507131,1453142940520,9914078.167,98362676.182,108276754.348,0.009914078,0.098362676,0.108276754,244648744,0.001205490
78.609483,114015490533,1453146020667,63374012.876,98417403.853,161791416.729,0.063374013,0.098417404,0.161791417,247794472,0.100512860
78.859811,114017979890,1453149087612,79555106.577,98013718.539,177568825.115,0.079555107,0.098013719,0.177568825,249891624,0.067020982
79.110148,114020222806,1453152153701,71676630.545,97982683.467,169659314.013,0.071676631,0.097982683,0.169659314,250940200,0.033509233
79.360419,114021117103,1453155220647,28586521.585,98036019.388,126622540.973,0.028586522,0.098036019,0.126622541,251598038,0.021028026
79.610760,114021188528,1453158291179,2282489.122,98123288.627,100405777.749,0.002282489,0.098123289,0.100405778,251598038,0.000000000
79.861136,114022392868,1453161370105,38480874.545,98377339.572,136858214.117,0.038480875,0.098377340,0.136858214,254743766,0.100511786
80.111489,114025262380,1453164442384,91694870.126,98174262.347,189869132.474,0.091694870,0.098174262,0.189869132,255792342,0.033507105
80.361837,114027791956,1453167504480,80834041.328,97851021.126,178685062.454,0.080834041,0.097851021,0.178685062,257694811,0.060794480
80.612159,114027865651,1453170567041,2355206.428,97875885.111,100231091.539,0.002355206,0.097875885,0.100231092,257694811,0.000000000
80.862553,114028407175,1453173646250,17301478.034,98379512.035,115680990.069,0.017301478,0.098379512,0.115680990,260840539,0.100504768
81.112886,114031323407,1453176721413,93195262.933,98274288.310,191469551.243,0.093195263,0.098274288,0.191469551,261889115,0.033509788
81.363206,114034288368,1453179781093,94757541.565,97784677.362,192542218.927,0.094757542,0.097784677,0.192542219,263834946,0.062187045
81.613531,114034581363,1453182841761,9363680.399,97814355.054,107178035.452,0.009363680,0.097814355,0.107178035,263834946,0.000000000
81.863863,114034656583,1453185922412,2403845.722,98450009.657,100853855.379,0.002403846,0.098450010,0.100853855,263834946,0.000000000
82.114202,114037588651,1453189001119,93699097.164,98385189.680,192084286.844,0.093699097,0.098385190,0.192084287,266980674,0.100526957
82.364536,114040431862,1453192064429,90861356.506,97895127.023,188756483.529,0.090861357,0.097895127,0.188756484,269077826,0.067019323
82.614855,114040621786,1453195128526,6069834.448,97926336.439,103996170.886,0.006069834,0.097926336,0.103996171,269077826,0.000000000
82.865193,114040692480,1453198208381,2259153.850,98422302.895,100681456.745,0.002259154,0.098422303,0.100681457,269320821,0.007765342
83.115516,114040764559,1453201288832,2303551.958,98447244.458,100750796.416,0.002303552,0.098447244,0.100750796,269320821,0.000000000
83.365852,114040860561,1453204368816,3067939.732,98427171.174,101495110.906,0.003067940,0.098427171,0.101495111,269322371,0.000049533
